"No.","Time","Source","Destination","Protocol","Length","Info"
"184","13.808189","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53854  >  443 [ACK] Seq=518 Ack=5513 Win=131328 Len=0"
"185","13.810959","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TLSv1.2","200","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"186","13.890936","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","443  >  53851 [ACK] Seq=6677 Ack=1257 Win=16640 Len=0"
"187","13.937104","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","348","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"188","13.937105","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","112","Application Data"
"189","13.937105","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","124","Application Data"
"190","13.937107","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","107","Application Data"
"191","13.937266","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53854  >  443 [ACK] Seq=644 Ack=5908 Win=131072 Len=0"
"192","13.976682","2405:204:4088:c972:d175:5de0:a2d0:cc05","2a03:2880:f2ff:c7:face:b00c:0:167","TLSv1.2","112","Application Data"
"193","14.043328","2a03:2880:f2ff:c7:face:b00c:0:167","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","443  >  52447 [ACK] Seq=1 Ack=39 Win=352 Len=0"
"194","14.371468","2a03:2880:f2ff:c7:face:b00c:0:167","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","119","Application Data"
"195","14.426407","2405:204:4088:c972:d175:5de0:a2d0:cc05","2a03:2880:f2ff:c7:face:b00c:0:167","TCP","74","52447  >  443 [ACK] Seq=39 Ack=46 Win=511 Len=0"
"196","14.627784","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TLSv1.2","156","Application Data"
"197","14.801860","192.168.42.54","67.198.85.69","UDP","145","33245  >  6882 Len=103"
"198","14.816795","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","443  >  53851 [ACK] Seq=6677 Ack=1339 Win=16640 Len=0"
"199","14.847178","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","112","Application Data"
"200","14.847179","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","165","Application Data"
"201","14.847180","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","112","Application Data"
"202","14.847312","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53851  >  443 [ACK] Seq=1339 Ack=6844 Win=131328 Len=0"
"203","14.852971","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","213","Application Data"
"204","14.853063","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53851  >  443 [ACK] Seq=1339 Ack=6983 Win=131328 Len=0"
"205","14.902807","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TLSv1.2","155","Application Data"
"206","15.091289","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","443  >  53851 [ACK] Seq=6983 Ack=1420 Win=16640 Len=0"
"207","15.094217","192.168.42.54","192.168.42.129","DNS","79","Standard query 0xb1fb A analytics.kaggle.io"
"208","15.094891","192.168.42.54","192.168.42.129","DNS","79","Standard query 0x4a6f AAAA analytics.kaggle.io"
"209","15.121678","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","112","Application Data"
"210","15.121678","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","166","Application Data"
"211","15.121679","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","112","Application Data"
"212","15.121679","2406:2000:e4:1404::3000","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.2","257","Application Data"
"213","15.121823","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53851  >  443 [ACK] Seq=1420 Ack=7334 Win=130816 Len=0"
"214","15.146934","67.198.85.69","192.168.42.54","UDP","341","6882  >  33245 Len=299"
"215","15.188107","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","DNS","99","Standard query 0xb1fb A analytics.kaggle.io"
"216","15.188108","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","DNS","99","Standard query 0x4a6f AAAA analytics.kaggle.io"
"217","15.227978","192.168.42.129","192.168.42.54","DNS","95","Standard query response 0xb1fb A analytics.kaggle.io A 35.241.24.90"
"218","15.241625","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","DNS","115","Standard query response 0xb1fb A analytics.kaggle.io A 35.241.24.90"
"219","15.263131","192.168.42.129","192.168.42.54","DNS","172","Standard query response 0x4a6f AAAA analytics.kaggle.io SOA ns-cloud-b1.googledomains.com"
"220","15.264012","192.168.42.54","35.241.24.90","TCP","66","53855  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"221","15.343005","192.168.42.54","35.241.24.90","TCP","66","53856  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"222","15.375488","35.241.24.90","192.168.42.54","TCP","66","443  >  53855 [SYN, ACK] Seq=0 Ack=1 Win=60720 Len=0 MSS=1370 SACK_PERM=1 WS=256"
"223","15.375640","192.168.42.54","35.241.24.90","TCP","54","53855  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"224","15.385991","192.168.42.54","35.241.24.90","TLSv1.2","571","Client Hello"
"225","15.451652","35.241.24.90","192.168.42.54","TCP","54","443  >  53855 [ACK] Seq=1 Ack=518 Win=61952 Len=0"
"226","15.457296","35.241.24.90","192.168.42.54","TLSv1.2","1424","Server Hello"
"227","15.457298","35.241.24.90","192.168.42.54","TCP","1424","443  >  53855 [ACK] Seq=1371 Ack=518 Win=61952 Len=1370 [TCP segment of a reassembled PDU]"
"228","15.457299","35.241.24.90","192.168.42.54","TLSv1.2","1424","Certificate [TCP segment of a reassembled PDU]"
"229","15.457487","192.168.42.54","35.241.24.90","TCP","54","53855  >  443 [ACK] Seq=518 Ack=4111 Win=131328 Len=0"
"230","15.457689","35.241.24.90","192.168.42.54","TLSv1.2","324","Server Key Exchange, Server Hello Done"
"231","15.457748","192.168.42.54","35.241.24.90","TCP","54","53855  >  443 [ACK] Seq=518 Ack=4381 Win=131072 Len=0"
"232","15.465879","192.168.42.54","35.241.24.90","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"233","15.479009","35.241.24.90","192.168.42.54","TCP","66","443  >  53856 [SYN, ACK] Seq=0 Ack=1 Win=60720 Len=0 MSS=1370 SACK_PERM=1 WS=256"
"234","15.479155","192.168.42.54","35.241.24.90","TCP","54","53856  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"235","15.492987","192.168.42.54","35.241.24.90","TLSv1.2","571","Client Hello"
"236","15.512194","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","DNS","192","Standard query response 0x4a6f AAAA analytics.kaggle.io SOA ns-cloud-b1.googledomains.com"
"237","15.526846","35.241.24.90","192.168.42.54","TLSv1.2","338","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"238","15.526847","35.241.24.90","192.168.42.54","TLSv1.2","123","Application Data"
"239","15.526983","192.168.42.54","35.241.24.90","TCP","54","53855  >  443 [ACK] Seq=611 Ack=4734 Win=130816 Len=0"
"240","15.547588","192.168.42.54","35.241.24.90","TLSv1.2","107","Application Data"
"241","15.547661","192.168.42.54","35.241.24.90","TLSv1.2","98","Application Data"
"242","15.547694","192.168.42.54","35.241.24.90","TLSv1.2","92","Application Data"
"243","15.547755","192.168.42.54","35.241.24.90","TLSv1.2","104","Application Data"
"244","15.565656","192.168.42.54","35.241.24.90","TLSv1.2","335","Application Data"
"245","15.565817","192.168.42.54","35.241.24.90","TLSv1.2","453","Application Data"
"246","15.597606","35.241.24.90","192.168.42.54","TCP","54","443  >  53856 [ACK] Seq=1 Ack=518 Win=61952 Len=0"
"247","15.597608","35.241.24.90","192.168.42.54","TLSv1.2","1424","Server Hello"
"248","15.597608","35.241.24.90","192.168.42.54","TCP","1424","443  >  53856 [ACK] Seq=1371 Ack=518 Win=61952 Len=1370 [TCP segment of a reassembled PDU]"
"249","15.597609","35.241.24.90","192.168.42.54","TLSv1.2","1424","Certificate [TCP segment of a reassembled PDU]"
"250","15.597613","35.241.24.90","192.168.42.54","TLSv1.2","324","Server Key Exchange, Server Hello Done"
"251","15.597807","192.168.42.54","35.241.24.90","TCP","54","53856  >  443 [ACK] Seq=518 Ack=4381 Win=131328 Len=0"
"252","15.602053","35.241.24.90","192.168.42.54","TCP","54","443  >  53855 [ACK] Seq=4734 Ack=664 Win=61952 Len=0"
"253","15.604757","192.168.42.54","35.241.24.90","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"254","15.607064","35.241.24.90","192.168.42.54","TCP","54","443  >  53855 [ACK] Seq=4734 Ack=708 Win=61952 Len=0"
"255","15.607064","35.241.24.90","192.168.42.54","TCP","54","443  >  53855 [ACK] Seq=4734 Ack=746 Win=61952 Len=0"
"256","15.607065","35.241.24.90","192.168.42.54","TCP","54","443  >  53855 [ACK] Seq=4734 Ack=796 Win=61952 Len=0"
"257","15.607065","35.241.24.90","192.168.42.54","TLSv1.2","101","Application Data"
"258","15.635267","35.241.24.90","192.168.42.54","TCP","54","443  >  53855 [ACK] Seq=4781 Ack=1476 Win=64000 Len=0"
"259","15.657629","192.168.42.54","40.81.26.225","TCP","1424","53844  >  443 [ACK] Seq=5527 Ack=4575 Win=513 Len=1370 [TCP segment of a reassembled PDU]"
"260","15.657630","192.168.42.54","40.81.26.225","TLSv1.2","245","Application Data"
"261","15.657792","192.168.42.54","40.81.26.225","TCP","1424","53844  >  443 [ACK] Seq=7088 Ack=4575 Win=513 Len=1370 [TCP segment of a reassembled PDU]"
"262","15.657792","192.168.42.54","40.81.26.225","TLSv1.2","693","Application Data"
"263","15.662244","192.168.42.54","35.241.24.90","TCP","54","53855  >  443 [ACK] Seq=1476 Ack=4781 Win=130816 Len=0"
"264","15.692092","35.241.24.90","192.168.42.54","TLSv1.2","338","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"265","15.692093","35.241.24.90","192.168.42.54","TLSv1.2","123","Application Data"
"266","15.692352","192.168.42.54","35.241.24.90","TCP","54","53856  >  443 [ACK] Seq=611 Ack=4734 Win=131072 Len=0"
"267","15.831575","40.81.26.225","192.168.42.54","TCP","54","443  >  53844 [ACK] Seq=4575 Ack=7088 Win=2049 Len=0"
"268","15.846225","40.81.26.225","192.168.42.54","TCP","54","443  >  53844 [ACK] Seq=4575 Ack=9097 Win=2049 Len=0"
"269","15.927457","40.81.26.225","192.168.42.54","TCP","1424","443  >  53844 [ACK] Seq=4575 Ack=9097 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"270","15.927458","40.81.26.225","192.168.42.54","TLSv1.2","1165","Application Data"
"271","15.927576","192.168.42.54","40.81.26.225","TCP","54","53844  >  443 [ACK] Seq=9097 Ack=7056 Win=513 Len=0"
"272","15.943911","35.241.24.90","192.168.42.54","TLSv1.2","303","Application Data"
"273","15.958274","192.168.42.54","35.241.24.90","TLSv1.2","100","Application Data"
"274","16.125551","35.241.24.90","192.168.42.54","TCP","54","443  >  53855 [ACK] Seq=5030 Ack=1522 Win=64000 Len=0"
"275","16.931274","5.9.51.76","192.168.42.54","TCP","54","[TCP Keep-Alive] 80  >  52445 [ACK] Seq=1 Ack=1 Win=260 Len=0"
"276","16.931324","192.168.42.54","5.9.51.76","TCP","54","[TCP Keep-Alive ACK] 52445  >  80 [ACK] Seq=1 Ack=2 Win=512 Len=0"
"277","17.818553","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","ICMPv6","86","Neighbor Solicitation for 2405:204:4088:c972::e5 from 0a:89:b6:c8:72:78"
"278","17.821055","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","ICMPv6","78","Neighbor Advertisement 2405:204:4088:c972::e5 (rtr, sol)"
"279","18.796595","192.168.42.54","192.168.42.129","DNS","91","Standard query 0xe0e2 A settings-win.data.microsoft.com"
"280","18.797031","192.168.42.54","192.168.42.129","DNS","91","Standard query 0xed54 AAAA settings-win.data.microsoft.com"
"281","18.890192","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","DNS","111","Standard query 0xe0e2 A settings-win.data.microsoft.com"
"282","18.890986","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","DNS","111","Standard query 0xed54 AAAA settings-win.data.microsoft.com"
"283","18.902250","192.168.42.129","192.168.42.54","DNS","154","Standard query response 0xe0e2 A settings-win.data.microsoft.com CNAME settingsfd-geo.trafficmanager.net A 20.189.74.153"
"284","18.902251","192.168.42.129","192.168.42.54","DNS","237","Standard query response 0xed54 AAAA settings-win.data.microsoft.com CNAME settingsfd-geo.trafficmanager.net CNAME settingsfd-prod-hk2-endpoint.trafficmanager.net SOA tm1.msft.net"
"285","18.909805","192.168.42.54","20.189.74.153","TCP","66","53857  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"286","18.961767","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","DNS","174","Standard query response 0xe0e2 A settings-win.data.microsoft.com CNAME settingsfd-geo.trafficmanager.net A 20.189.74.153"
"287","18.982297","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","DNS","257","Standard query response 0xed54 AAAA settings-win.data.microsoft.com CNAME settingsfd-geo.trafficmanager.net CNAME settingsfd-prod-hk2-endpoint.trafficmanager.net SOA tm1.msft.net"
"288","19.493255","20.189.74.153","192.168.42.54","TCP","66","443  >  53857 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1370 WS=256 SACK_PERM=1"
"289","19.493539","192.168.42.54","20.189.74.153","TCP","54","53857  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"290","19.518483","192.168.42.54","20.189.74.153","TLSv1.2","264","Client Hello"
"291","19.570818","192.168.42.54","180.87.4.141","TCP","54","53845  >  443 [FIN, ACK] Seq=1 Ack=1 Win=511 Len=0"
"292","19.694492","20.189.74.153","192.168.42.54","TCP","1424","443  >  53857 [ACK] Seq=1 Ack=211 Win=262912 Len=1370 [TCP segment of a reassembled PDU]"
"293","19.695587","20.189.74.153","192.168.42.54","TCP","1424","443  >  53857 [ACK] Seq=1371 Ack=211 Win=262912 Len=1370 [TCP segment of a reassembled PDU]"
"294","19.695587","20.189.74.153","192.168.42.54","TLSv1.2","1007","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"295","19.695683","192.168.42.54","20.189.74.153","TCP","54","53857  >  443 [ACK] Seq=211 Ack=3694 Win=131328 Len=0"
"296","19.708446","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","86","53858  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"297","19.709848","192.168.42.54","192.168.42.129","DNS","72","Standard query 0xf6cb A cdn.youx.xxx"
"298","19.709907","192.168.42.54","192.168.42.129","DNS","72","Standard query 0xd420 AAAA cdn.youx.xxx"
"299","19.709952","192.168.42.54","192.168.42.129","DNS","92","Standard query 0x1f2a AAAA gc.kis.v2.scr.kaspersky-labs.com"
"300","19.713789","192.168.42.129","192.168.42.54","DNS","92","Standard query response 0x1f2a AAAA gc.kis.v2.scr.kaspersky-labs.com"
"301","19.737526","192.168.42.54","192.168.42.129","DNS","72","Standard query 0x79b1 A a.exosrv.com"
"302","19.740001","192.168.42.54","192.168.42.129","DNS","72","Standard query 0x034a AAAA a.exosrv.com"
"303","19.772410","192.168.42.129","192.168.42.54","DNS","104","Standard query response 0xf6cb A cdn.youx.xxx A 104.31.8.173 A 104.31.9.173"
"304","19.773369","192.168.42.129","192.168.42.54","DNS","128","Standard query response 0xd420 AAAA cdn.youx.xxx AAAA 2606:4700:3038::681f:8ad AAAA 2606:4700:3038::681f:9ad"
"305","19.775802","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","86","53860  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"306","19.783189","192.168.42.129","192.168.42.54","DNS","173","Standard query response 0x79b1 A a.exosrv.com CNAME static.exosrv.com CNAME yvk8gxz2.ab1n.net CNAME cs996.wac.sigmacdn.net A 152.195.61.139"
"307","19.783190","192.168.42.129","192.168.42.54","DNS","217","Standard query response 0x034a AAAA a.exosrv.com CNAME static.exosrv.com CNAME yvk8gxz2.ab1n.net CNAME cs996.wac.sigmacdn.net SOA ns1.hwcdn.net"
"308","19.807599","192.168.42.54","20.189.74.153","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"309","19.864209","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","86","443  >  53858 [SYN, ACK] Seq=0 Ack=1 Win=27200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"310","19.864356","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53858  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"311","19.883087","192.168.42.54","180.87.4.161","TCP","66","53862  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"312","19.896508","180.87.4.141","192.168.42.54","TCP","54","443  >  53845 [ACK] Seq=1 Ack=2 Win=1027 Len=0"
"313","19.896509","180.87.4.141","192.168.42.54","TCP","54","443  >  53845 [FIN, ACK] Seq=1 Ack=2 Win=1027 Len=0"
"314","19.896574","192.168.42.54","180.87.4.141","TCP","54","53845  >  443 [ACK] Seq=2 Ack=2 Win=511 Len=0"
"315","19.982580","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","86","443  >  53860 [SYN, ACK] Seq=0 Ack=1 Win=27200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"316","19.982766","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53860  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"317","19.983450","20.189.74.153","192.168.42.54","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"318","19.983451","20.189.74.153","192.168.42.54","TLSv1.2","123","Application Data"
"319","19.983562","192.168.42.54","20.189.74.153","TCP","54","53857  >  443 [ACK] Seq=304 Ack=3814 Win=131328 Len=0"
"320","19.997348","192.168.42.54","180.87.4.161","TCP","66","53863  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"321","20.034113","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","591","Client Hello"
"322","20.090612","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","591","Client Hello"
"323","20.141071","192.168.42.54","20.189.74.153","TLSv1.2","141","Application Data"
"324","20.141617","192.168.42.54","20.189.74.153","TLSv1.2","822","Application Data"
"325","20.141841","192.168.42.54","20.189.74.153","TLSv1.2","92","Application Data"
"326","20.193405","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","443  >  53860 [ACK] Seq=1 Ack=518 Win=28672 Len=0"
"327","20.196504","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"328","20.198408","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53860 [ACK] Seq=1361 Ack=518 Win=28672 Len=1360 [TCP segment of a reassembled PDU]"
"329","20.198409","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53860 [ACK] Seq=2721 Ack=518 Win=28672 Len=1360 [TCP segment of a reassembled PDU]"
"330","20.198410","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","412","Application Data"
"331","20.198564","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53860  >  443 [ACK] Seq=518 Ack=4419 Win=131840 Len=0"
"332","20.199127","192.168.42.54","35.241.24.90","TCP","54","53856  >  443 [RST, ACK] Seq=611 Ack=4734 Win=0 Len=0"
"333","20.199642","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53852  >  443 [RST, ACK] Seq=644 Ack=5908 Win=0 Len=0"
"334","20.199812","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53853  >  443 [RST, ACK] Seq=644 Ack=5908 Win=0 Len=0"
"335","20.199983","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53854  >  443 [RST, ACK] Seq=644 Ack=5908 Win=0 Len=0"
"336","20.200913","2405:204:4088:c972:d175:5de0:a2d0:cc05","2406:2000:e4:1404::3000","TCP","74","53851  >  443 [FIN, ACK] Seq=1420 Ack=7334 Win=130816 Len=0"
"337","20.201116","192.168.42.54","35.241.24.90","TCP","54","53855  >  443 [FIN, ACK] Seq=1522 Ack=5030 Win=130560 Len=0"
"338","20.257134","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","443  >  53858 [ACK] Seq=1 Ack=518 Win=28672 Len=0"
"339","20.257135","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"340","20.257136","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53858 [ACK] Seq=1361 Ack=518 Win=28672 Len=1360 [TCP segment of a reassembled PDU]"
"341","20.257292","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53858  >  443 [ACK] Seq=518 Ack=2721 Win=131840 Len=0"
